manufacturer_sku,ean13,weight,length,width,height,prop_65,cost_price,min_price,made_to_order,product__product_class__name,product__brand__name,product__title,product__description,product__bullets__0,product__bullets__1,product__bullets__2,product__bullets__3,product__bullets__4,product__bullets__5,product__bullets__6,product__configuration__codes,product__multipack_quantity,product__country_of_origin__alpha_3,product__parent_sku,attrib__arm_height,attrib__assembly_required,attrib__back_material,attrib__blade_finish,attrib__bulb_included,attrib__bulb_type,attrib__color,attrib__cord_length,attrib__design_id,attrib__designer,attrib__distressed_finish,attrib__fill,attrib__finish,attrib__frame_color,attrib__hardwire,attrib__kit,attrib__leg_color,attrib__leg_finish,attrib__material,attrib__number_bulbs,attrib__orientation,attrib__outdoor_safe,attrib__pile_height,attrib__seat_depth,attrib__seat_height,attrib__seat_width,attrib__shade,attrib__size,attrib__switch_type,attrib__ul_certified,attrib__warranty_years,attrib__wattage,attrib__weave,attrib__weight_capacity,boxes__0__weight,boxes__0__length,boxes__0__height,boxes__0__width,boxes__1__weight,boxes__1__length,boxes__1__height,boxes__1__width,boxes__2__weight,boxes__2__length,boxes__2__height,boxes__2__width,boxes__3__weight,boxes__3__length,boxes__3__height,boxes__3__width,product__styles
2002,810937020022,,,34.00,34.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-00E.pdf,209.925,$419.85,False,Wall Decor,Dimond Home,Hand Laid Twig Mirror,,,,,,,,,Active,,,2002,,Yes,,"Brown, Mirror",,,,,Active,Dimond Home,Active,Active,Active,Active,Active,,Active,Active,,0,Active,No,Active,,,,,Active,,,Active,,Active,,,,,,,,,,,,,,
8000,810937080002,10.00,18.00,18.00,26.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-01A.pdf,234,$468.00,False,Indoor Lighting,Dimond Lighting,Brass Ball,,,,,,,,,Active,1,China,8000,,Yes,Metal,Brass,No,A19,,,Active,Dimond Lighting,Active,Active,Active,Active,Active,No,Active,Active,Linen,1,Active,No,Active,,,,Tan Linen Shade,Active,,UL,Active,100,Active,,12.00,30.00,19.00,19.00,,,,,,,,,Transitional
8001,810937080019,10.50,18.00,18.00,29.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-01A.pdf,199.5,$399.00,False,Indoor Lighting,Dimond Lighting,Bamboo Ceramic,,,,,,,,,Active,1,China,8001,,Yes,Ceramic,Light Blue,No,A19,,66,Active,Dimond Lighting,Active,Active,Active,Active,Active,No,Active,Active,Fabric,1,Active,No,Active,,,,Round Hardback White Fabric Shade,Active,,UL,Active,100,Active,,12.00,30.00,19.00,19.00,,,,,,,,,Traditional
8004,810937080040,9.50,8.50,8.50,16.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-01A.pdf,192,$384.00,False,Indoor Lighting,Dimond Lighting,Cut Crystal,,,,,,,,,Active,1,China,8004,,Yes,"Crystal, Metal",Clear,No,A19,,66,Active,Dimond Lighting,Active,Active,Active,Active,Active,No,Active,Active,Fabric,1,Active,No,Active,,,,White Fabric Shade,Active,,UL,Active,100,Active,,11.00,18.00,10.00,10.00,,,,,,,,,Traditional
8005,810937080057,9.00,17.00,17.00,29.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-01A.pdf,208.5,$417.00,False,Indoor Lighting,Dimond Lighting,Clear Glass,,Lamp body measures 9.5x17,,,,,,,Active,1,China,8005,,Yes,Glass,Clear,No,A19,,66,Active,Dimond Lighting,Active,Active,Active,Active,Active,No,Active,Active,Fabric,1,Active,No,Active,,,,Round Hardback White Fabric Shade,Active,Night Light Socket,UL,Active,100,Active,,11.00,30.00,18.00,18.00,,,,,,,,,Modern / Contemporary
8011,810937080118,8.00,17.50,17.50,28.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-01A.pdf,276,$552.00,False,Indoor Lighting,Dimond Lighting,Blue Thumb Print Glass,,,,,,,,,Active,1,China,8011,,Yes,"Glass, Metal",Blue,No,A19,,66,Active,Dimond Lighting,Active,Active,Active,Active,Active,No,Active,Active,Fabric,1,Active,No,Active,,,,Tan Fabric Shade With Brown Trim,Active,,UL,Active,100,Active,,10.00,29.00,19.00,19.00,,,,,,,,,Modern / Contemporary
10005,810937100052,30.00,19.00,18.00,62.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-01A.pdf,373.5,$747.00,False,Indoor Lighting,Dimond Lighting,Diamond Cut Crystal Floor Lamp with Satin Nickel Base,,9-Inch wide base,,,,,,,Active,1,China,10005,,Yes,Crystal,Clear,No,A21 3-Way,,72,Active,Dimond Lighting,Active,Active,Active,Active,Active,No,Active,Active,Fabric,1,Active,No,Active,,,,Round Hardback White Fabric Shade,Active,3-Way,UL,Active,100,Active,,41.00,60.00,14.00,29.00,,,,,,,,,Traditional
71050,843558140572,149.90,18.00,70.00,81.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-04F.pdf,700.5,"$1,401.00",False,Furniture,Sterling,Penn Shelving Unit In Farmhouse Stain - Large,"Today's dynamic design themes often call for changing the size and function of a space by moving it around. Introducing our Penn Series Shelving Units: A unique retro-industrial aesthetic featuring stylish riveted metal brackets, slender bracer pins, and a warm antiqued finish; whose vintage-style casters, whether they're moved or not, add a hip and relevant feel.  Fill this one with LPs and shake up the home office.",,,,,,,,Active,1,Indonesia,71050,,Yes,Mahogany,Farmhouse Stain,,,,,Active,Sterling,Active,Active,Active,Active,Active,,Active,Active,,0,Active,No,Active,,,,,Active,,,Active,,Active,,172.00,20.00,78.00,12.00,,,,,,,,,Transitional
71051,843558140565,119.00,18.00,45.00,81.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-04F.pdf,561,"$1,122.00",False,Furniture,Sterling,Penn Shelving Unit In Farmhouse Stain - Medium,"Today's dynamic design themes often call for changing the size and function of a space by moving it around. Introducing our Penn Series Shelving Units: A unique retro-industrial aesthetic featuring stylish riveted metal brackets, slender bracer pins, and a warm antiqued finish; whose vintage-style casters, whether they're moved or not, add a hip and relevant feel.  Fill this one with LPs and shake up the home office.",,,,,,,,Active,1,Indonesia,71051,,Yes,Mahogany,Farmhouse Stain,,,,,Active,Sterling,Active,Active,Active,Active,Active,,Active,Active,,0,Active,No,Active,,,,,Active,,,Active,,Active,,141.00,20.00,78.00,12.00,,,,,,,,,Transitional
71052,843558140558,108.00,18.00,27.50,81.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-04F.pdf,466.5,$933.00,False,Furniture,Sterling,Penn Shelving Unit In Farmhouse Stain - Small,"Today's dynamic design themes often call for changing the size and function of a space by moving it around. Introducing our Penn Series Shelving Units: A unique retro-industrial aesthetic featuring stylish riveted metal brackets, slender bracer pins, and a warm antiqued finish; whose vintage-style casters, whether they're moved or not, add a hip and relevant feel.  Fill this one with LPs and shake up the home office.",,,,,,,,Active,1,Indonesia,71052,,Yes,Mahogany,Farmhouse Stain,,,,,Active,Sterling,Active,Active,Active,Active,Active,,Active,Active,,0,Active,No,Active,,,,,Active,,,Active,,Active,,130.00,80.00,10.00,20.00,,,,,,,,,Transitional
