manufacturer_sku,ean13,system__creation__date,weight,length,width,height,cost_price,min_price,product__product_class__name,product__brand__name,product__title,product__description,product__bullets_0,product__bullets_1,product__bullets_2,product__bullets_3,product__bullets_4,product__bullets_5,product__bullets_6,product__multipack_quantity,product__country_of_origin__alpha_3,attrib__arm_height,attrib__bulb_included,attrib__bulb_type,attrib__color,attrib__cord_length,attrib__designer,attrib__finish,attrib__kit,attrib__material,attrib__number_bulbs,attrib__outdoor_safe,attrib__pile_height,attrib__seat_height,attrib__switch_type,attrib__ul_certified,attrib__wattage,attrib__weight_capacity,boxes__0__weight,boxes__0__length,boxes__0__height,boxes__0__width,boxes__1__weight,boxes__1__length,boxes__1__height,boxes__1__width,boxes__2__weight,boxes__2__length,boxes__2__height,boxes__2__width,product__styles
112096,818008017391,2014-03-31,6.0,16.8,16.8,31.0,372.0,248.0,Indoor Lighting,Dimond Home,Fluer De Lis Lamp,This Fleur De Lis Lamp Is Finished In A Distressed Finish To Allow A Casual Update To Traditional Decors. Finished With A Clean Linen Shade In Off White.,,,,,,,,1.0,CHN,,No,A21 3-Way,,,,Aged Stone,,Resin,1.0,No,,,3-Way,UL,150.0,,8.0,34.0,20.0,15.0,,,,,,,,,
112162,818008016707,2014-01-06,3.0,9.0,5.0,3.0,78.0,52.0,Decorative Accessory,Dimond Home,CROCODILE SKULL IN SILVER LEAF,"Crocodile Skull In Silver Leaf, Formed In Composite From A Real Skull.",Hand Applied Finish,,,,,,,1.0,CHN,,,,,,,Silver Leaf,,Resin,,No,,,,,,,4.0,7.0,11.0,6.0,,,,,,,,,"Transitional,Luxe,Glam,Nature-Inspired,Organic"
114162,81800801653,2014-01-06,5.0,42.0,2.5,42.0,621.0,414.0,Wall Decor,Dimond Home,METAL BRANCH WALL MIRROR,"This Mirror Is Surrounded By Metal Branches, Finished In A Bronze Finish With Silver Tones. The Small Centre Piece And Expansive Metal Frame Make A Statement On Large Blank Spaces.",Handcrafted,,,,,,,1.0,CHN,,,,,,,"Autumn Bronze, Clear",,"Mirror, Metal",,No,,,,,,,8.0,46.0,46.0,5.0,,,,,,,,,"Transitional,ModernFarmhouse,Nature-Inspired,Organic"
114172,818008016547,2014-01-06,22.0,46.1,13.3,30.3,1401.0,934.0,Furniture,Dimond Home,MIRRORED CONSOLE TABLE,The Sleek Shiny Curves Of This Mirrored Console Dress Up Any Space. Light Is Captured And Reflected From All Surfaces Creating Brightness And The Illusion Of Space. The Console Is Mirrored On Both Sides Making It Suitable For Use In The Centre Of A Room A,Handcrafted,,,,,,,1.0,CHN,,,,,,,Clear,No,Mirror,,No,,,,,,,27.0,34.0,50.0,16.0,,,,,,,,,"Modern,Contemporary,Luxe,Glam,ArtDeco"
114174,818008016554,2014-01-06,20.0,47.9,14.8,30.0,1401.0,934.0,Furniture,Dimond Home,MIRRORED CONSOLE TABLE WITH CLEAR GLASS TOP,The Sleek Shiny Surfaces Of This Mirrored Console Are Angled To Create Drama. Light Is Captured And Reflected From All Surfaces Creating Brightness And The Illusion Of Space. The Top Is Clear Glass Creating An Interesting Visual Illusion Which The Imagina,Handcrafted,,,,,,,1.0,CHN,,,,,,,Clear,No,Mirror,,No,,,,,,,25.0,34.0,52.0,18.0,,,,,,,,,"Modern,Contemporary,Luxe,Glam,ArtDeco"
114188,818008016585,2014-01-06,15.0,27.0,1.0,68.0,933.0,622.0,Wall Decor,Dimond Home,WALL MIRROR,This Mirror Stands 68 Tall And Can Be Wall Mounted Or Used As A Leaning Mirror. The Mirror Is Mounted In An Antique Mirror Surround And Bronze Metal Frame.,Handcrafted,,,,,,,1.0,CHN,,,,,,,"Antique Silver Mirror, Clear",,"Mirror, Metal",,No,,,,,,,19.0,73.0,32.0,4.0,,,,,,,,,"Transitional,FrenchCountry,Victorian"
135003,875823000205,2013-11-06,3.0,8.0,8.0,8.0,267.0,178.0,Indoor Lighting,Dimond Home,Flared Fortress Pendant Light,"The Flared Fortress Pendant features a daring Industro-Gothic design story with a meticulously detailed Distressed Silver finish. Riveted iron components appear genuinely blackened by time and use, while a gibbet of rustic bracers provide authentic industrial detail. Use it to showcase a pop of highly creative design work in a Traditional, Eclectic or Loft-style entryway.",,,,,,,,1.0,CHN,,Yes,Filament,,,,Distressed Silver,No,Iron,1.0,No,,,Hardwired,UL,40.0,,4.0,11.0,10.0,10.0,,,,,,,,,"Transitional,Urban,Industrial,Boho"
135004,875823000311,2013-11-06,10.0,22.0,22.0,16.0,639.0,426.0,Indoor Lighting,Dimond Home,Colossal Fortress Pendant Lamp,,,,,,,,,1.0,CHN,,Yes,Filament,,,,Distressed Silver,No,Iron,1.0,No,,,Hardwired,UL,40.0,,12.0,24.0,24.0,18.0,,,,,,,,,"Transitional,Urban,Industrial,Boho"
135005,875823000328,2013-11-06,5.0,22.0,22.0,16.0,498.0,332.0,Decorative Accessory,Dimond Home,Colossal Fortress Bowl,,Handcrafted,,,,,,,1.0,CHN,,,,,,,Distressed Silver,,Iron,,No,,,,,,,6.0,24.0,24.0,16.0,,,,,,,,,"Transitional,Urban,Industrial,Boho"
135008,8180080119,2013-11-06,3.0,9.0,9.0,12.0,297.0,198.0,Indoor Lighting,Dimond Home,Round Fortress Pendant Light,,,,,,,,,1.0,CHN,,Yes,Filament,,,,Distressed Silver,No,Iron,1.0,No,,,Hardwired,UL,40.0,,5.5,12.0,10.0,10.0,,,,,,,,,
148027,818008016677,2014-01-06,4.0,8.0,5.0,10.0,267.0,178.0,Decorative Accessory,Dimond Home,STAGHORN CORAL SCULPTURE,"Staghorn Coral Sculpture Formed From Cast Iron, In A Red Finish And Mounted On A White Marble Base",Handcrafted,,,,,,,1.0,CHN,,,,,,,Red,,"Cast Iron, Marble",,No,,,,,,,6.0,12.0,12.0,12.0,,,,,,,,,"Transitional,Coastal,Beach,Nature-Inspired,Organic"
148028,818008016684,2014-01-06,4.0,8.0,5.0,10.0,267.0,178.0,Decorative Accessory,Dimond Home,STAGHORN CORAL SCULPTURE,"Staghorn Coral Sculpture Formed From Cast Iron, In A Blue Finish And Mounted On A White Marble Base",Handcrafted,,,,,,,1.0,CHN,,,,,,,Purple,,"Cast Iron, Marble",,No,,,,,,,6.0,12.0,12.0,12.0,,,,,,,,,"Transitional,Coastal,Beach,Nature-Inspired,Organic"
150017,818008016714,2014-01-06,18.0,24.0,24.0,16.0,2805.0,1870.0,Furniture,Dimond Home,HAND CARVED COFFEE TABLE,Painstakingly Hand Carved From Solid Mango Wood. It Takes 1 Person Almost A Full Week To Make The Top Of This Table. The Top Is Covered In Glass For Protection Each Unique Piece Is Mounted On A Stainless Steel Frame,Hand Carved,,,,,,,1.0,IND,,,,,,,"Natural, Stainless Steel",No,"Mango Wood, Stainless Steel",,No,,,,,,,22.0,25.0,25.0,19.0,,,,,,,,,"Transitional,Eclectic,Asian"
150024,818008016721,2014-01-06,35.0,29.0,16.0,32.0,1245.0,830.0,Furniture,Dimond Home,4 DRAWER FLAT FILE CABINET,Made From Plantation Grown Hardwoods This 4 Drawer Cabinet Is Perfect For Paper And Document Storage In A Home Office,Handcrafted,,,,,,,1.0,CHN,,,,,,,"Blackened Iron, Natural",No,Hardwood,,No,,,,,,,38.0,37.0,41.0,21.0,,,,,,,,,"Transitional,Country,Cottage,Coastal,Beach"
150027,818008016738,2014-01-06,52.0,50.0,16.0,56.0,4677.0,3118.0,Furniture,Dimond Home,HAND CARVED CABINET,Painstakingly Hand Carved From Solid Mango Wood. It Takes 1 Person A Full Week To Make The Doors For This Cabinet. The Doors Are Housed In A Mahogany Tone Frame And Mounted On A Stainless Steel Frame. Inside There Are 2 Useful Shelves.,Hand Carved,,,,,,,1.0,CHN,,,,,,,"Cream, Dark Brown",No,"Mango Wood, Stainless Steel",,No,,,,,,,55.0,57.0,52.0,17.0,,,,,,,,,"Transitional,Eclectic,Asian"
160503,804323200143,2014-10-09,,8.5,55.0,65.0,2697.0,1798.0,Furniture,GuildMaster,ITALIAN WALL DISPLAY,Signature Antique Taupe accented with Euro Market Grey Stain Light. Heavy distressed white and greys on framed glass doors. Antiqued hardware.,Adjustable Shelves,Hand painted,,,,,,1.0,IDN,,,,,,,"Euro Market Grey Stain, Signature Antique Taupe",,"Glass, Mahogany",,No,,,,,,,119.1,58.7,67.7,12.2,,,,,,,,,"Traditional,FrenchCountry,ShabbyChic"
160527,804323015269,2014-10-09,,2.0,48.0,72.0,837.0,558.0,Wall Decor,GuildMaster,CORAL AND SEA URCHIN PLATE,"Antique morphological renderings have become as romantic as they were once scientific. Cleverly depicted and numerated in the style of the early naturalists, our generously scaled Coral and Sea Urchin Wall Decor features eight unique Echinodermata hand painted on warm-toned Raffia. Distinctive Woodlands Stain frame.",Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,"Raffia, Wood",,No,,,,,,,40.0,75.0,52.0,6.0,,,,,,,,,
160534,804323160539,2014-10-09,,2.0,36.0,72.0,657.0,438.0,Wall Decor,GuildMaster,DESTINATIONS,Hand-painted graphics of New Orleans trolley stops on paper mounted onto wood panel. Panel is finished in Woodlands Dark Stain.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,"Paper, Engineered Wood",,No,,,,,,,46.3,39.4,75.2,5.1,,,,,,,,,"Traditional,Retro,Urban,Industrial"
161015,804323610157,2014-10-09,,2.0,58.0,72.0,1137.0,758.0,Wall Decor,GuildMaster,EL TORO,Sepia tone landscape view with architecture and lone bull hand-painted on textured and aged paper. Art is mounted on wood back panel finished in Woodlands Dark Stain.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,"Paper, Engineered Wood",,No,,,,,,,55.1,61.4,74.8,5.1,,,,,,,,,"Traditional,FrenchCountry,Country,Cottage"
161512,804323161512,2014-10-09,,2.0,58.0,72.0,1167.0,778.0,Wall Decor,GuildMaster,LOS OVEJAS,Sepia tone landscape view with architecture and sheep hand-painted on textured and aged paper. Art is mounted on wood back panel finished in Woodlands Dark Stain.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Wood,,No,,,,,,,99.0,62.0,75.0,5.0,,,,,,,,,"Traditional,FrenchCountry,Country,Cottage"
161521,804323015226,2014-10-09,,2.0,30.0,30.0,447.0,298.0,Wall Decor,GuildMaster,Guest Cottage Signature White 30in  Wood and Metal Wall Decor with Handpainted Graphics,"Our delightful Guest Cottage Hand-Painted Sign features softened Victorian-Era styling and an elegantly floriated open-pediment crown. Original artisan-crafted design, with hand-stenciled graphics and a soothing Signature White motif. Well scaled and authentically distressed. Perfect for a nice quiet reading corner in a rustic farm-themed guestroom.",Perfect for a farmhouse-themed guest quarters.,Pair this one with potted Jasmine and a nice quiet reading corner.,,,,,,1.0,IDN,,,,,,,Hand-Painted,,"Metal, Wood",,No,,,,,,,15.0,32.0,34.0,5.0,,,,,,,,,"Traditional,Country,Cottage,ModernFarmhouse"
162002,804323162007,2014-10-09,,2.0,36.0,54.0,867.0,578.0,Wall Decor,GuildMaster,GLOBAL GRAPHICS II,"Global Graphics features a witty and welcoming pastiche of family affirmations with an urban, international flavor. Combines hand painted tin arias, richly stained wood and Black applique for a diverse, vintage aesthetic. Ideal for today's hip but wholesome household.",Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Wood,,No,,,,,,,52.9,56.7,40.2,4.7,,,,,,,,,"Transitional,ModernFarmhouse,Retro"
162019,400030002645,2014-10-09,,2.0,36.0,36.0,537.0,358.0,Wall Decor,GuildMaster,CARAVAN I,Hand-painted caravan art on paper mounted to wood panel finished in black.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Wood,,No,,,,,,,27.0,38.0,39.0,5.0,,,,,,,,,
162027,80432301523,2014-10-09,,2.0,60.0,48.0,897.0,598.0,Wall Decor,GuildMaster,MIDNIGHT FOG,The dusky mist that enshrouds the Midnight Fog's dense and wispy copse surely conceals many untold mysteries. What lies just beyond that ridge? Features beautifully muted tones on hand painted gallery-wrapped canvas. Part of the GuildMaster Original Art Series.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Canvas,,No,,,,,,,28.7,50.4,63.0,4.7,,,,,,,,,"Traditional,FrenchCountry,Country,Cottage"
162029,804323162021,2014-10-09,,2.0,48.0,72.0,957.0,638.0,Wall Decor,GuildMaster,BEACHSCAPE,Hand-painted beach scene on woven raffia canvas mounted on wood panel finished in Artisan Stain.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Wood,,No,,,,,,,55.1,74.8,51.2,5.1,,,,,,,,,"Traditional,Coastal,Beach,Boho"
162031,804323620316,2014-10-09,,2.0,54.0,36.0,807.0,538.0,Wall Decor,GuildMaster,GLOBAL GRAPHICS III,Hand-painted graphic art on tin mounted to wood panel finished in black.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Wood,,No,,,,,,,38.1,56.7,40.2,4.7,,,,,,,,,"Transitional,Eclectic,Retro"
162510,804323625106,2014-11-25,,2.0,24.0,50.0,477.0,318.0,Wall Decor,GuildMaster,Blue Heron,Hand-painted heron wading in reflective pool on canvas. Signature White wood frame.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Canvas,,No,,,,,,,19.8,26.4,53.9,5.1,,,,,,,,,"Traditional,Coastal,Beach,Country,Cottage"
162514,804323015234,2014-10-09,,2.0,30.0,48.0,627.0,418.0,Wall Decor,GuildMaster,RIVER BOAT,"The River Boat: A honey-toned skiff quietly moored in a shadowy covert among lush, peaty greens and echoes of twilit azure. Is this a place of serenity? Adventure? Isolation? Hand painted canvas with timber frame finished in Woodlands Stain. Part of the GuildMaster Original Art Series.",Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Canvas,,No,,,,,,,23.0,53.0,6.0,33.0,,,,,,,,,"Traditional,Country,Cottage,Rustic"
162530,804323087256,2014-10-09,,2.0,36.0,72.0,867.0,578.0,Wall Decor,GuildMaster,THE SEA HORSE,Hand-painted replica Sea Horse plate on woven raffia canvas. Heritage Grey Stain finish on wood frame.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Wood,,No,,,,,,,50.7,74.8,40.2,5.1,,,,,,,,,
163044,804323163059,2014-10-09,,4.0,44.0,44.0,447.0,298.0,Wall Decor,GuildMaster,PINK ROSES STILL LIFE,Hand-painted art on canvas in wood frame finished in Manor White Wash.,,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,"Canvas, Wood",,No,,,,,,,35.3,46.0,49.0,6.0,,,,,,,,,"Traditional,Country,Cottage,FrenchCountry"
163049,804323015237,2014-10-09,,4.0,52.0,64.0,1227.0,818.0,Wall Decor,GuildMaster,CLOUDS,"Our Clouds Hand Painted Wall Decor combines the spontaneity and natural light of the Impressionists with the rich color of a Baroque quadratura, creating a curious interplay of subtly silhouetted “figures” found among dark, roiling billows. Cappuccino wood frame. Part of the GuildMaster Original Art Series.",,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Wood,,No,,,,,,,72.8,56.0,67.0,7.0,,,,,,,,,"Traditional,ModernFarmhouse,Coastal,Beach"
163512,804323635129,2014-10-09,,2.0,48.0,39.0,957.0,638.0,Wall Decor,GuildMaster,TROPICAL FISH STUDY,Cappuccino Foam finish on mahogany frame. Hand-painted tropical fish on tea stained fabric canvas. 39.25x48.25x1.25,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,"Canvas, Mahogany",,No,,,,,,,38.4,52.0,43.3,4.7,,,,,,,,,
163525,804323635259,2014-10-09,,4.0,44.0,44.0,987.0,658.0,Wall Decor,GuildMaster,SHORELINE,Heritage Dark Grey Stain finish on mahogany frame. Hand-painted landscape art on canvas.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,"Mahogany, Canvas",,No,,,,,,,41.0,48.0,6.0,47.0,,,,,,,,,"Traditional,Country,Cottage,FrenchCountry"
164013,80432364013,2014-10-09,,2.0,48.0,60.0,927.0,618.0,Wall Decor,GuildMaster,CONIFER STUDY,A botanist view of conifer trees painted on recycled and aged paper with a black ash frame.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Wood,,No,,,,,,,51.0,64.0,51.0,6.0,,,,,,,,,"Traditional,ModernFarmhouse,Rustic"
164043,804323103086,2014-10-09,,5.0,35.0,35.0,627.0,418.0,Wall Decor,GuildMaster,WINE COUNTRY BIKE RIDE,A beautiful street scene hand painted on bowed reclaimed tin featuring a bicycle carrying wine crates. Frame is finished in Deep Forest Stain.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Wood,,No,,,,,,,23.0,48.0,47.0,6.0,,,,,,,,,"Traditional,Country,Cottage,FrenchCountry"
164502,804323645029,2014-10-09,,2.0,36.0,54.0,807.0,538.0,Wall Decor,GuildMaster,ANDY'S BOAT HOUSE,Hand painted beach and sea art on tins mounted to canvas panel finished in Manor Deep Teal with graphics. Frame is finished in Signature White.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Wood,,No,,,,,,,37.4,38.6,57.1,5.1,,,,,,,,,
164506,804323645067,2014-10-09,,2.0,30.0,42.0,627.0,418.0,Wall Decor,GuildMaster,BEACHED,Hand painted beach dinghy art on textured fabric. Finished art is mounted to white canvas wrapped in wood frame finished in Artisan Stain.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,"Fabric, Wood",,No,,,,,,,28.6,33.5,46.5,5.1,,,,,,,,,"Traditional,Coastal,Beach,Country,Cottage"
164509,804323645098,2014-10-09,,2.0,32.0,32.0,537.0,358.0,Wall Decor,GuildMaster,BIKE RACK,Hand painted bicycle and rack art on fabric mounted to white canvas. Frame is finished in Manor Porch Rail.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,"Fabric, Wood",,No,,,,,,,25.0,36.0,37.0,5.0,,,,,,,,,"Traditional,Coastal,Beach,Country,Cottage"
164510,804323645104,2014-10-09,,2.0,30.0,40.0,567.0,378.0,Wall Decor,GuildMaster,HIGH TIDE,Hand painted impressionist seascape on canvas. Frame finished in Loft White.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Wood,,No,,,,,,,26.4,33.9,46.1,5.1,,,,,,,,,"Modern,Contemporary,Coastal,Beach,Boho"
164511,804323645111,2014-10-09,,2.0,36.0,56.0,837.0,558.0,Wall Decor,GuildMaster,NAUTICAL STARS,Hand painted nautical star plate on fabric. Finished art mounted to Manor Garden Gate finished mat. Frame finished in Manor Graystone.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,"Fabric, Wood",,No,,,,,,,46.0,62.0,6.0,41.0,,,,,,,,,"Traditional,Coastal,Beach,Boho"
164513,804323645135,2014-10-09,,2.0,36.0,48.0,687.0,458.0,Wall Decor,GuildMaster,BREAK OF DAWN,Hand painted landscape on canvas. Frame finished in Manor Garden Gate.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Wood,,No,,,,,,,28.6,39.4,42.8,4.7,,,,,,,,,"Traditional,Country,Cottage,FrenchCountry"
164523,804323645234,2014-10-09,,2.0,40.0,40.0,567.0,378.0,Wall Decor,GuildMaster,BEACH HOUSE,"All beach houses are life preservers. Evocative of a rustic lifebuoy, our Beach House Mahogany Sign showcases authentic Weathered Grey surfacing and a witty natural rope tassel. Generously scaled with refreshing Sea Foam accents. Hand painted.",Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Mahogany,,No,,,,,,,31.0,44.0,43.0,5.0,,,,,,,,,
164525,804323645258,2014-10-09,,1.0,36.0,48.0,747.0,498.0,Wall Decor,GuildMaster,GO JUMP IN THE LAKE,Hand painted graphic art on metal wrapped wood panel.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,"Metal, Wood",,No,,,,,,,33.0,52.0,38.0,4.0,,,,,,,,,"Transitional,Country,Cottage,ModernFarmhouse"
164526,804323645265,2014-10-09,,1.0,36.0,36.0,567.0,378.0,Wall Decor,GuildMaster,NEVER MISS AN OPPORTUNITY,Hand painted graphic art on metal wrapped wood panel.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,"Metal, Wood",,No,,,,,,,27.0,39.0,41.0,5.0,,,,,,,,,"Traditional,ModernFarmhouse,Rustic"
164527,804323645272,2014-10-09,,2.0,36.0,46.0,537.0,358.0,Wall Decor,GuildMaster,ALWAYS,Hand painted graphic art on wood panel.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Wood,,No,,,,,,,33.0,49.0,6.0,39.0,,,,,,,,,"Traditional,ModernFarmhouse,Rustic"
164528,804323645289,2014-10-09,,2.0,60.0,60.0,1077.0,718.0,Wall Decor,GuildMaster,FOREST,"Presenting our hand painted Forest Wall Art: Where a summery haze and wisps from a smoldering campfire mingle to enshroud a proud copse of Longleaf Pines. Earthy, well-balanced color story. Solid wood frame with Manor Garden Gate finish. Part of the GuildMaster Original Art Series.",Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Wood,,No,,,,,,,46.2,62.6,63.0,5.1,,,,,,,,,"Traditional,FrenchCountry,ModernFarmhouse"
164531,804323645319,2014-10-09,,2.0,36.0,36.0,627.0,418.0,Wall Decor,GuildMaster,TURTLES,Hand painted tonal turtle art on reclaimed tin wall panel.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Metal,,No,,,,,,,30.8,38.6,39.4,5.1,,,,,,,,,"Traditional,Coastal,Beach,ModernFarmhouse"
164537,804323645371,2014-10-09,,1.0,19.0,41.0,357.0,238.0,Wall Decor,GuildMaster,SEAGULL,Hand painted art on recycled paper mounted to raffia mat. Frame finished in Waterfront Grey Stain.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,"Fabric, Wood",,No,,,,,,,22.0,21.3,44.1,6.3,,,,,,,,,
165025,804343190929,2015-04-07,,2.0,61.5,61.5,1077.0,718.0,Wall Decor,GuildMaster,Lake House,Handpainted landscape on canvas in painted black wood frame.,,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Canvas,,No,,,,,,,28.7,63.4,63.8,4.7,,,,,,,,,"Modern,Contemporary,Retro,Country,Cottage"
165026,804343190936,2015-04-07,,2.0,61.5,61.5,1077.0,718.0,Wall Decor,GuildMaster,Country Lane,Handpainted landscape on canvas in painted white wood frame.,,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Canvas,,No,,,,,,,95.0,65.0,5.0,64.0,,,,,,,,,"Traditional,FrenchCountry,Country,Cottage"
165027,804343190943,2015-04-07,,2.0,44.0,44.0,897.0,598.0,Wall Decor,GuildMaster,Bicycle,Handpainted bicycle still life on canvas in painted black wood frame.,,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Canvas,,No,,,,,,,27.0,49.0,48.0,5.0,,,,,,,,,"Traditional,Country,Cottage,Coastal,Beach"
165034,804343191018,2015-04-07,,2.0,37.0,37.5,747.0,498.0,Wall Decor,GuildMaster,Eiffel Tower,Handpainted art on aged paper in painted black wood frame.,,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,"Solid Mahogany, Recycled Paper, Glass",,No,,,,,,,35.3,39.0,40.6,5.9,,,,,,,,,
165035,804343191025,2015-04-07,,2.0,31.0,49.0,747.0,498.0,Wall Decor,GuildMaster,Olive Tree,Handpainted art on aged paper in painted black wood frame.,,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,"Solid Mahogany, Recycled Paper, Glass",,No,,,,,,,39.7,34.3,53.1,5.9,,,,,,,,,"Traditional,ModernFarmhouse,Country,Cottage"
165036,804343191049,2015-04-07,,2.0,31.0,49.0,897.0,598.0,Wall Decor,GuildMaster,The Manual Alphabet,Handpainted art on aged paper in painted black wood frame.,,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,"Solid Mahogany, Recycled Paper, Glass",,No,,,,,,,51.0,53.0,7.0,35.0,,,,,,,,,"Traditional,ModernFarmhouse,Boho"
167521,804323015241,2014-10-09,,1.0,36.0,36.0,747.0,498.0,Wall Decor,GuildMaster,WOODEN CATHEDRAL ARTIFACT,"The Artifact Crest is like an ancestral sigil whose sacred meaning has been lost and is now no less mysterious than the secret garden door it once adorned. Original design, crafted from solid mahogany, featuring delightfully hand-carved scrollwork. Charming Rustic White color story.","Original design, featuring delightfully hand-carved scrollwork.","Handcrafted from solid mahogany,",Charming Rustic White color story.,,,,,1.0,IDN,,,,,,,Hand-Painted,,Mahogany,,No,,,,,,,18.7,40.0,40.2,5.1,,,,,,,,,"Transitional,Victorian,VintageCharm"
169554,804323201423,2014-10-31,,2.0,60.0,60.0,777.0,518.0,Wall Decor,GuildMaster,REFLECTIONS,Hand-painted grove of trees near the waters edge on gallery wrapped canvas.,Hand painted,,,,,,,1.0,IDN,,,,,,,Hand-Painted,,Canvas,,No,,,,,,,46.3,62.6,63.0,4.7,,,,,,,,,"Transitional,FrenchCountry,ModernFarmhouse"
173025,818008011979,2013-11-06,,,,15.0,480.0,320.0,Decorative Accessory,Dimond Home,Gold Metallic Faux Pony Coal Bucket,,,,,,,,,,,,,,,,,Multicolor,,,,No,,,,,,,,,,,,,,,,,,,
173027,818008011993,2013-11-06,1.0,20.0,20.0,4.0,447.0,298.0,Decorative Accessory,Dimond Home,Fallow Faux Pony Tray,,Brass Nail Heads,Handcrafted,,,,,,1.0,IND,,,,,,,Natural Tan,,Faux Leather,,No,,,,,,,3.0,20.8,20.8,4.0,,,,,,,,,
173028,818008012006,2013-11-06,1.0,20.0,20.0,4.0,465.0,310.0,Decorative Accessory,Dimond Home,Holstein Faux Pony Tray,,Handcrafted,,,,,,,1.0,IND,,,,,,,"Cream, Dark Brown",,Faux Leather,,No,,,,,,,7.0,22.0,5.0,22.0,,,,,,,,,"Transitional,ModernFarmhouse,Luxe,Glam"
173031,818008013034,2013-11-06,1.0,7.0,0.3,9.0,123.0,82.0,Decorative Accessory,Dimond Home,Fallow Faux Pony 4x6 Frame,,Handcrafted,,,,,,,1.0,IND,,,,,,,Tan,,Cowhide,,No,,,,,,,2.2,9.5,11.5,1.5,,,,,,,,,"Transitional,ModernFarmhouse,Luxe,Glam"
173032,818008013041,2013-11-06,1.0,8.0,0.3,10.0,141.0,94.0,Decorative Accessory,Dimond Home,Fallow Faux Pony 5x7 Frame,,Handcrafted,,,,,,,1.0,IND,,,,,,,Tan,,Cowhide,,No,,,,,,,2.0,10.0,12.0,1.5,,,,,,,,,"Transitional,ModernFarmhouse,Luxe,Glam"
173033,818008013058,2013-11-06,1.0,7.0,0.3,9.0,123.0,82.0,Decorative Accessory,Dimond Home,Holstein Faux Pony Frame 4-inch x 6-inch,,Handcrafted,,,,,,,1.0,IND,,,,,,,"Black, Cream",,Cowhide,,No,,,,,,,2.4,9.5,11.5,1.5,,,,,,,,,"Transitional,ModernFarmhouse,Luxe,Glam"
173034,818008013065,2013-11-06,1.0,8.0,0.3,10.0,135.0,90.0,Decorative Accessory,Dimond Home,Holstein Faux Pony Frame 5-inch x 7-inch,,Handcrafted,,,,,,,1.0,IND,,,,,,,"Black, Cream",,Cowhide,,No,,,,,,,2.0,10.0,12.0,1.5,,,,,,,,,
179003,818008012082,2013-11-06,2.0,6.0,6.0,18.0,123.0,82.0,Decorative Accessory,Dimond Home,Silver Bugle Candleholder - sm,,Handcrafted,,,,,,,1.0,IND,,,,,,,Silver,,Nickel-Plated Aluminum,,No,,,,,,,3.0,20.0,8.0,8.0,,,,,,,,,"Transitional,Eclectic,Luxe,Glam"
179005,818008012105,2013-11-06,1.0,4.0,4.0,15.0,75.0,50.0,Decorative Accessory,Dimond Home,Silver Bamboo Candleholder - sm,,,,,,,,,1.0,IND,,,,,,,Silver,,Nickel-Plated Aluminum,,No,,,,,,,1.55,5.0,16.0,5.0,,,,,,,,,"Transitional,Eclectic,Luxe,Glam"
