manufacturer_sku,ean13,system__creation__date,weight,length,width,height,cost_price,min_price,product__product_class__name,product__brand__name,product__title,product__description,product__bullets_0,product__bullets_1,product__bullets_2,product__bullets_3,product__bullets_4,product__bullets_5,product__bullets_6,product__multipack_quantity,product__country_of_origin__alpha_3,attrib__arm_height,attrib__bulb_included,attrib__bulb_type,attrib__color,attrib__cord_length,attrib__designer,attrib__finish,attrib__kit,attrib__material,attrib__number_bulbs,attrib__outdoor_safe,attrib__pile_height,attrib__seat_height,attrib__switch_type,attrib__ul_certified,attrib__wattage,attrib__weight_capacity,boxes__0__weight,boxes__0__length,boxes__0__height,boxes__0__width,boxes__1__weight,boxes__1__length,boxes__1__height,boxes__1__width,boxes__2__weight,boxes__2__length,boxes__2__height,boxes__2__width,product__styles
8001-HUE-B,830335025061,2018-07-24,10.5,18.0,18.0,29.0,615.0,410.0,Indoor Lighting,Dimond Lighting,Bamboo Ceramic Table Lamp - with Philips Hue LED Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 LED 60W-eqv Dimmable Smart Wireless Bulb(s) included.,Philips Hue Bridge included.,,,,,,1.0,CHN,,Yes,A19 LED,Blue,66.0,Philips Friends of Hue,Light Blue,No,Ceramic,1.0,No,,,Hue,UL,60.0,,12.0,30.0,19.0,19.0,,,,,,,,,
8001-HUE-D,830335025719,2018-07-24,10.5,18.0,18.0,29.0,534.0,356.0,Indoor Lighting,Dimond Lighting,Bamboo Ceramic Table Lamp - with Philips Hue LED Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 LED 60W-eqv Dimmable Smart Wireless Bulb(s) included.,Philips Hue Dimmer Switch included.,,,,,,1.0,CHN,,Yes,A19 LED,Blue,66.0,Philips Friends of Hue,Light Blue,No,Ceramic,1.0,No,,,Hue,UL,60.0,,12.0,30.0,19.0,19.0,,,,,,,,,
8001-LED,810937004619,2016-04-25,10.5,18.0,18.0,29.0,429.0,286.0,Indoor Lighting,Dimond Lighting,Bamboo Ceramic LED Table Lamp,,"Includes easily replaceable E26 medium base, screw-in LED bulb(s).","Dimmable 9.5 watts each, with 800  total lumen output.",,,,,,1.0,CHN,,Yes,A19 LED,,66.0,,Light Blue,No,Ceramic,1.0,No,,,,UL,9.5,,12.0,30.0,19.0,19.0,,,,,,,,,"Transitional,Coastal,Beach,Luxe,Glam"
8005-HUE-B,830335025085,2018-07-24,9.0,17.0,17.0,29.0,633.0,422.0,Indoor Lighting,Dimond Lighting,Clear Glass Table Lamp - with Philips Hue LED Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 LED 60W-eqv Dimmable Smart Wireless Bulb(s) included.,Philips Hue Bridge included.,,,,,,1.0,CHN,,Yes,A19 LED,Clear,66.0,Philips Friends of Hue,Clear,No,Glass,1.0,No,,,Hue,UL,60.0,,11.0,30.0,18.0,18.0,,,,,,,,,
8005-HUE-D,830335025733,2018-07-24,9.0,17.0,17.0,29.0,552.0,368.0,Indoor Lighting,Dimond Lighting,Clear Glass Table Lamp - with Philips Hue LED Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 LED 60W-eqv Dimmable Smart Wireless Bulb(s) included.,Philips Hue Dimmer Switch included.,,,,,,1.0,CHN,,Yes,A19 LED,Clear,66.0,Philips Friends of Hue,Clear,No,Glass,1.0,No,,,Hue,UL,60.0,,11.0,30.0,18.0,18.0,,,,,,,,,
8005-LED,810937004657,2016-04-25,9.0,17.0,17.0,29.0,447.0,298.0,Indoor Lighting,Dimond Lighting,Clear Glass LED Table Lamp,,,,"Includes easily replaceable E26 medium base, screw-in LED bulb(s).","Dimmable 9.5 watts each, with 800  total lumen output.",,,,1.0,CHN,,Yes,A19 LED,,66.0,,Clear,No,Glass,1.0,No,,,Night Light Socket,UL,9.5,,11.0,30.0,18.0,18.0,,,,,,,,,"Transitional,Coastal,Beach,Luxe,Glam"
8011-LED,810937004688,2016-04-25,8.0,17.5,17.5,28.0,582.0,388.0,Indoor Lighting,Dimond Lighting,Blue Thumb Print Glass LED Table Lamp,,"Includes easily replaceable E26 medium base, screw-in LED bulb(s).","Dimmable 9.5 watts each, with 800  total lumen output.",,,,,,1.0,CHN,,Yes,A19 LED,,66.0,,Blue,No,"Glass, Metal",1.0,No,,,,UL,9.5,,10.0,29.0,19.0,19.0,,,,,,,,,"Transitional,Coastal,Beach,Luxe,Glam"
801-LED,810937004695,2016-04-25,20.0,18.0,18.0,65.0,840.0,560.0,Indoor Lighting,Dimond Lighting,Distressed Acacia Wood LED Floor Lamp,,,,"Includes easily replaceable E26 medium base, screw-in LED bulb(s).","Dimmable 9.5 watts each, with 800  total lumen output.",,,,2.0,CHN,,Yes,A19 LED,,,,Distressed Wood Tone,No,Wood,1.0,No,,,3-Way,UL,9.5,,18.0,12.0,52.0,12.0,4.0,16.0,20.0,20.0,,,,,
807-LED,810937004732,2016-04-25,12.0,18.0,18.0,28.0,633.0,422.0,Indoor Lighting,Dimond Lighting,Curved Block Solid Wood LED Table Lamp,,,,"Includes easily replaceable E26 medium base, screw-in LED bulb(s).","Dimmable 9.5 watts each, with 800  total lumen output.",,,,1.0,CHN,,Yes,A19 LED,,66.0,,Natural,No,Wood,1.0,No,,,3-Way,UL,9.5,,14.0,29.0,19.0,19.0,,,,,,,,,
812/S2,810937008129,2015-07-07,8.0,15.0,15.0,28.0,471.0,314.0,Indoor Lighting,Dimond Lighting,Mother of Pearl Cylinder Table Lamp,,5-Inch wide base,Pair requires two bulbs total (one for each lamp),,,,,,1.0,CHN,,No,A21 3-Way,,66.0,,Mother Of Pearl,No,Mother of Pearl,2.0,No,,,3-Way,UL,100.0,,18.0,17.0,23.0,17.0,,,,,,,,,
812/S2-HUE-B,83033502545,2018-07-24,8.0,15.0,15.0,28.0,732.0,488.0,Indoor Lighting,Dimond Lighting,Mother of Pearl Cylinder Table Lamp - with Philips Hue LED Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 LED 60W-eqv Dimmable Smart Wireless Bulb(s) included.,Philips Hue Bridge included.,,,,,,1.0,CHN,,Yes,A19 LED,White,66.0,Philips Friends of Hue,Mother of Pearl,No,Mother of Pearl,2.0,No,,,Hue,UL,60.0,,10.0,29.0,16.0,16.0,,,,,,,,,
812/S2-HUE-D,830335025757,2018-07-24,8.0,15.0,15.0,28.0,651.0,434.0,Indoor Lighting,Dimond Lighting,Mother of Pearl Cylinder Table Lamp - with Philips Hue LED Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 LED 60W-eqv Dimmable Smart Wireless Bulb(s) included.,Philips Hue Dimmer Switch included.,,,,,,1.0,CHN,,Yes,A19 LED,White,66.0,Philips Friends of Hue,Mother of Pearl,No,Mother of Pearl,2.0,No,,,Hue,UL,60.0,,10.0,29.0,16.0,16.0,,,,,,,,,
812/S2-LED,810937004756,2016-04-25,8.0,15.0,15.0,28.0,531.0,354.0,Indoor Lighting,Dimond Lighting,Mother of Pearl Cylinder LED Table Lamp,,Shade measures 13x15x10,5-Inch wide base,,,,,,1.0,CHN,,Yes,A19 LED,,66.0,,Mother Of Pearl,No,Mother of Pearl,2.0,No,,,3-Way,UL,9.5,,10.0,29.0,16.0,16.0,,,,,,,,,
8173-042,818008025662,2015-12-15,0.9,12.5,17.5,2.5,297.0,198.0,Decorative Accessory,Dimond Home,Pronto Tray,"Don't just love the details: make them customary. Introducing our sophisticated Pronto Edition Decorative Leather Tray: A crisp rectilinear silhouette of genuine Powder Grey cowhide embellished with an elegant, discreetly plaited base. Perfect to bring fragrant leather and a shot of noblesse to any distinctive office.",Genuine Powder Grey cowhide.,Stylish plaited base.,Perfect for any distinctive office.,,,,,1.0,IND,,,,,,,Grey,,Leather,,No,,,,,,,1.9,18.0,3.7,13.5,,,,,,,,,"Transitional,Luxe,Glam,Southwestern"
8173-045,818008025693,2015-12-15,1.2,9.5,14.0,5.7,249.0,166.0,Decorative Accessory,Dimond Home,Las Cruces  Box,The dynamically intersecting bars that burst across the face of our Las Cruces Collection Decorative Box bring a fresh geometric dimension to an already sophisticated fabric story. Crafted from gorgeous Caramel-toned Suede. Imagine this one perched on a chic gloss white console next to a low-slung modern lounger.,Dynamically intersecting design story for a contemporary feel.,Crafted from gorgeous Caramel-toned suede.,Brings fresh geometric interest to any design space.,,,,,1.0,IND,,,,,,,Tan,,Suede,,No,,,,,,,3.2,15.8,6.5,11.2,,,,,,,,,"Transitional,Luxe,Glam,Southwestern"
8178-038,818008022081,2015-04-06,8.8,7.0,12.0,2.0,123.0,82.0,Decorative Accessory,Dimond Home,Small Textured Rectangular Bowl,"soft ripples of rainwater warbling across a silvery puddle. Waves of meticulously combed gravel gently flowing inside a Japanese rock garden. The gorgeously concentric growth rings of an ancient, petrified tree. Whatever design story our handcrafted Textured Rectangular Bowl unfolds in the imagination, it remains a serene arrangement of uniquely patterned radiances. Perfect as an entryway cache for keys or jewelry. Or imagine one adorned with a mix of vibrant faux fruit and a clutch of fresh rosemary.",,,,,,,,1.0,IND,,,,,,,Black Nickel,,Aluminium,,No,,,,,,,12.5,14.0,16.5,13.5,,,,,,,,,"Modern,Contemporary,Nature-Inspired,Organic,Luxe,Glam"
8178-040,818008022104,2015-04-06,8.4,3.0,11.5,12.5,216.0,144.0,Decorative Accessory,Dimond Home,Faux Bois Round Vase,"A contemporary rendition of centuries-old “Rustic Work” craftsmanship, the Faux Bois series Vase uses a cleverly molded texture story to evoke the beautifully coalescent growth rings of authentic wood grain surfaces. A modishly contoured silhouette and discreetly integrated mouth offer balance and sophistication, completing the design. Gorgeous Distressed Nickel finish.",,,,,,,,1.0,IND,,,,,,,Nickel,,Aluminium,,No,,,,,,,12.0,18.5,25.0,13.0,,,,,,,,,"Modern,Contemporary,Nature-Inspired,Organic,Luxe,Glam"
8178-041,818008022111,2015-04-06,10.2,3.0,17.0,6.0,150.0,100.0,Decorative Accessory,Dimond Home,Small Long Neck Aluminum Vase,"Crafted from aluminum but sharing the rake marks and flow characteristics of grandfathered concrete floors, each of our Long-Neck Aluminum Vases are a completely unique showpiece. Exquisitely contoured reservoir and shoulders; a stunning elongated neck; an opulent Black or Distressed Nickel Finish. Place a long stemmed white rosebud in each and stagger them on top of a baby grand.",Handcrafted,,,,,,,1.0,IND,,,,,,,Black Nickel,,Aluminium,,No,,,,,,,3.65,18.0,6.0,6.0,,,,,,,,,"Modern,Contemporary,Boho,Luxe,Glam"
8178-042,818008022128,2015-04-06,10.7,7.0,20.0,6.8,186.0,124.0,Decorative Accessory,Dimond Home,Medium Long Neck Aluminum Vase,"Crafted from aluminum but sharing the rake marks and flow characteristics of grandfathered concrete floors, each of our Long-Neck Aluminum Vases are a completely unique showpiece. Exquisitely contoured reservoir and shoulders; a stunning elongated neck; an opulent Black or Distressed Nickel Finish. Place a long stemmed white rosebud in each and stagger them on top of a baby grand.",,,,,,,,1.0,IND,,,,,,,Nickel,,Aluminium,,No,,,,,,,4.83,7.0,21.0,7.0,,,,,,,,,"Modern,Contemporary,Boho,Luxe,Glam"
8178-043,818008022135,2015-04-06,10.0,8.0,24.0,7.5,267.0,178.0,Decorative Accessory,Dimond Home,Large Long Neck Aluminum Vase,"Crafted from aluminum but sharing the rake marks and flow characteristics of grandfathered concrete floors, each of our Long-Neck Aluminum Vases are a completely unique showpiece. Exquisitely contoured reservoir and shoulders; a stunning elongated neck; an opulent Black or Distressed Nickel Finish. Place a long stemmed white rosebud in each and stagger them on top of a baby grand.",,,,,,,,1.0,IND,,,,,,,Black Nickel,,Aluminium,,No,,,,,,,14.3,17.5,25.0,17.5,,,,,,,,,"Modern,Contemporary,Boho,Luxe,Glam"
8178-044,818008022142,2015-04-06,10.6,9.0,8.5,8.5,150.0,100.0,Decorative Accessory,Dimond Home,Tall Esteban Vessel,"For those who are intrigued with the look and feel of an antique farm and garden, we offer our Esteban Tall Black Nickel Vessel. Crafted from aluminum but sharing the rake marks and flow characteristics of grandfathered concrete floors, each piece showcases unique tool-marked O-ring handles to finish out the look. Perfect for a cluster of fresh lavender. Or better yet, fill it with brushes and head out to paint the landscape.",,,,,,,,1.0,IND,,,,,,,Nickel,,Aluminium,,No,,,,,,,3.5,8.0,9.0,8.0,,,,,,,,,"Transitional,Boho,Luxe,Glam"
8178-046,818008022166,2015-04-06,11.1,3.0,8.0,8.5,141.0,94.0,Decorative Accessory,Dimond Home,Faux Bois Oval Vase,"Evocative of a desert gust blowing stinging sand over sunset-reddened dunes, our sophisticated Windshear collection Vase features a freeform-esque rough-fluted texture story that balances the energy created by its modish silhouette and discreetly integrated mouth. Equally at home in a traditional or modern design space. Gorgeous Warm Copper finish.",,,,,,,,1.0,IND,,,,,,,Copper,,Aluminium,,No,,,,,,,15.8,18.0,19.0,10.0,,,,,,,,,"Transitional,Nature-Inspired,Organic,Luxe,Glam"
8178-047,818008022173,2015-04-06,8.8,3.0,10.0,10.5,174.0,116.0,Decorative Accessory,Dimond Home,Faux Bois Oval Vase,"Evocative of a desert gust blowing stinging sand over sun-scorched dunes, our sophisticated Windshear collection Vase features a freeform-esque rough-fluted texture story that balances the energy created by its modish silhouette and discreetly integrated mouth. Equally at home in a traditional or modern design space. Gorgeous Warm Gold finish.",,,,,,,,1.0,IND,,,,,,,Gold,,Aluminium,,No,,,,,,,12.5,12.5,13.0,5.5,,,,,,,,,"Transitional,Nature-Inspired,Organic,Luxe,Glam"
8178-048,81800802218,2015-04-06,10.6,7.0,7.0,19.0,174.0,116.0,Decorative Accessory,Dimond Home,Short Flat Base Flaired Vase,"Each of our Flaired Long-Neck Aluminum Vases are a completely unique showpiece, featuring exquisitely contoured reservoir and shoulders, a stunning elongated neck, and an opulent Copper or Gold Finish. Imprecise symmetry lends a handcrafted feel to each piece, while rough-chiseled fluting channels energy towards the elegantly flared lip, finishing  the look.",,,,,,,,1.0,IND,,,,,,,Gold,,Aluminium,,No,,,,,,,15.2,9.5,21.5,9.5,,,,,,,,,"Transitional,Boho,Luxe,Glam"
8178-049,818008022197,2015-04-06,9.6,7.0,7.0,22.0,204.0,136.0,Decorative Accessory,Dimond Home,Tall Flat Base Flaired Vase,"Each of our Flaired Long-Neck Aluminum Vases are a completely unique showpiece, featuring exquisitely contoured reservoir and shoulders, a stunning elongated neck, and an opulent Copper or Gold Finish. Imprecise symmetry lends a handcrafted feel to each piece, while rough-chiseled fluting channels energy towards the elegantly flared lip, finishing  the look.",,,,,,,,1.0,IND,,,,,,,Copper,,Aluminium,,No,,,,,,,4.4,22.0,7.0,7.0,,,,,,,,,"Transitional,Boho,Luxe,Glam"
8178-050,818008022203,2015-04-06,6.8,0.3,4.0,6.0,93.0,62.0,Decorative Accessory,Dimond Home,Small Ripple Ring Frame,Imagine the glowing light of a European cafe falling softly on the nearby street as a light rainshower begins. Suddenly the pavements are filled with lustrously Golden puddles exploding with drops; a sudden deluge of perfectly concentric overlapping ripples. We've captured that feel with our Ripple Ring Aluminum Frame: A beautifully patterned rectangle filled with just such an arrangement of gorgeously segmented Golden radiances. Perfect to celebrate photos of the ones we love; and the places we'll never forget.,,,,,,,,1.0,IND,,,,,,,Gold,,Aluminium,,No,,,,,,,9.7,11.0,18.5,10.5,,,,,,,,,"Transitional,Boho,Luxe,Glam"
8178-051,81800802221,2015-04-06,10.9,0.3,6.0,8.0,123.0,82.0,Decorative Accessory,Dimond Home,Large Ripple Ring Frame,Imagine the glowing light of a European cafe falling softly on the nearby street as a light rainshower begins. Suddenly the pavements are filled with lustrously Golden puddles exploding with drops; a sudden deluge of perfectly concentric overlapping ripples. We've captured that feel with our Ripple Ring Aluminum Frame: A beautifully patterned rectangle filled with just such an arrangement of gorgeously segmented Golden radiances. Perfect to celebrate photos of the ones we love; and the places we'll never forget.,,,,,,,,1.0,IND,,,,,,,Gold,,Aluminium,,No,,,,,,,15.6,14.0,24.0,10.5,,,,,,,,,"Transitional,Boho,Luxe,Glam"
8178-052,818008022227,2015-04-06,6.0,0.3,4.0,6.0,78.0,52.0,Decorative Accessory,Dimond Home,Small Copper Ripple Frame,"Evocative of a desert gust blowing stinging sand over sunset-reddened dunes, our sophisticated Windshear collection Photo Frame features a freeform-esque rough-fluted texture story and a beautiful Burnished Copper finish. Equally at home in a traditional or contemporary setting. Perfect for adding a note of warmth to today's Modern Industrial design themes.",,,,,,,,1.0,IND,,,,,,,Copper,,Aluminium,,No,,,,,,,8.6,11.5,18.0,11.0,,,,,,,,,"Transitional,Boho,Luxe,Glam"
8178-053,818008022234,2015-04-06,8.1,0.4,6.0,8.0,111.0,74.0,Decorative Accessory,Dimond Home,Large Gold Ripple Frame,"Evocative of a desert gust blowing stinging sand over sun-scorched dunes, our sophisticated Windshear collection Photo Frame features a freeform-esque rough-fluted texture story and a beautiful Burnished Gold finish. Equally at home in a traditional or contemporary setting. Perfect for adding a note of warmth to today's Modern Industrial design themes.",,,,,,,,1.0,IND,,,,,,,Gold,,Aluminium,,No,,,,,,,11.5,13.0,21.5,11.5,,,,,,,,,"Transitional,Boho,Luxe,Glam"
8178-054,818008025174,2015-04-06,20.0,4.5,4.5,20.0,204.0,136.0,Decorative Accessory,Dimond Home,Small Nickel Plated Table Top Obelisk,,,,,,,,,1.0,IND,,,,,,,Nickel,,Aluminium,,No,,,,,,,21.0,21.0,14.5,9.8,,,,,,,,,"Transitional,Boho,Luxe,Glam"
8178-055,818008025181,2015-04-06,25.0,6.0,6.0,25.0,342.0,228.0,Decorative Accessory,Dimond Home,Nickel Plated Tablle Top Obelisk,,,,,,,,,1.0,IND,,,,,,,Silver,,Aluminium,,No,,,,,,,26.0,26.0,12.8,12.8,,,,,,,,,"Transitional,Boho,Luxe,Glam"
8178-056,818008025198,2015-04-06,18.0,4.0,4.0,18.0,150.0,100.0,Decorative Accessory,Dimond Home,Nickel Plated Aluminum Hurricane,,,,,,,,,1.0,IND,,,,,,,Silver,,Aluminium,,No,,,,,,,19.0,7.0,20.0,7.0,,,,,,,,,"Transitional,Boho,Luxe,Glam"
8178-059,818008025921,2015-10-05,1.3,5.0,8.5,10.0,123.0,82.0,Decorative Accessory,Dimond Home,Kolkata 10-Inch Vase In Copper,"Like Burnished Copper gypsum baking against a gauzy plasterer's lath or a sun-glazed thatch of matted fronds, our sophisticated Kolkata Series Decorative Vessel adds welcome texture and and a hand-moulded appearance to any distinctive design space. Perfect to add warmth and earthiness to a traditional hearthmantle. Or use it to grace the landing of a fabulous entryway staircase.",,,,,,,,1.0,IND,,,,,,,Copper,,,,No,,,,,,,1.5,11.0,5.3,9.4,,,,,,,,,"Transitional,Boho,Luxe,Glam"
8178-062/S2,818008025938,2015-10-05,2.3,6.0,6.0,40.0,297.0,198.0,Decorative Accessory,Dimond Home,Flotando Candle Holders In Black Nickel,"The single-candle torchère, first introduced in France towards the end of the 17th century, was once regarded as a spearhead for the proper illumination of large rooms. Introducing our Flotando Collection Set of Two Torchères: Stately but minimal with their sleek Black Plated Nickel finish, each piece reaches high along its distinctively textured face to a gracefully contoured capital niche. Ideal for a formal dining space or private library.",,,,,,,,1.0,IND,,,,,,,Black Nickel,,,,No,,,,,,,3.6,41.0,6.2,9.0,,,,,,,,,"Transitional,Boho,Luxe,Glam"
8178-064,818008025945,2015-12-10,0.9,12.5,12.5,3.5,111.0,74.0,Decorative Accessory,Dimond Home,Keishi Platter,"The principles of bilateral symmetry and enduring flow are the hallmarks of ancient Asian architecture. Presenting the Keishi Series Footed Tray: With its Graceful concave contours, articulated feet, and characteristic interlocking openwork design, the Keishi is ideal for bringing balance to any tasteful entryway. Elegant Nickel Plated finish.",Graceful concave contours and articulated feet.,Stylish interlocking openwork design.,Elegant Nickel Plated finish.,,,,,1.0,IND,,,,,,,Nickel,,Aluminum,,No,,,,,,,2.1,13.1,5.3,13.1,,,,,,,,,"Transitional,Boho,Luxe,Glam"
8178-065,843558139651,2015-12-10,1.3,12.0,23.0,6.0,216.0,144.0,Decorative Accessory,Sterling,Sprigge Candle Holder,"For those who've ever been mesmerized by a stand of trees strewn with twinkling cafe lighting, we proudly present our woody but contemporary Sprigge Series Tea Light Holder: An authentically molded spray of outstretched branchlets, adorned with intermittent niches for fire. Instantly brings magic to any entryway.",,,,,,,,1.0,IND,,,,,,,Nickel,,Aluminum,,No,,,,,,,2.8,24.3,7.5,13.0,,,,,,,,,"Transitional,Luxe,Glam,Nature-Inspired,Organic"
8178-067,804343191476,2015-10-05,,6.0,6.0,11.0,117.0,78.0,Decorative Accessory,Sterling,Jakarta 11-Inch Urn In Gold,"Close your eyes and imagine yourself in an ancient temple. Priceless artifacts and sacred vessels illume every corner, and the air is thick with incense. Introducing our Jakarta Collection Decorative Urn: Gorgeous from foot to finial with its classic lines, authentically textured surface, and elegant burnished Gold finish. Adds a shot of timelessness and noblesse to any traditional or eclectic design space.",,,,,,,,1.0,IND,,,,,,,Gold,,Metal,,No,,,,,,,1.5,12.7,6.5,6.5,,,,,,,,,"Traditional,Luxe,Glam,FrenchCountry"
8178-068,804343191483,2015-10-05,,8.0,7.5,14.3,177.0,118.0,Decorative Accessory,Sterling,Jakarta 14-Inch Urn In Copper,"Close your eyes and imagine yourself in an ancient temple. Priceless artifacts and sacred vessels illume every corner, and the air is thick with incense. Introducing our Jakarta Collection Decorative Urn: Gorgeous from foot to finial with its classic lines, authentically textured surface, and elegant burnished Copper finish. Adds a shot of timelessness and noblesse to any traditional or eclectic design space.",,,,,,,,1.0,IND,,,,,,,Copper,,Metal,,No,,,,,,,2.6,21.0,8.6,8.8,,,,,,,,,"Traditional,Luxe,Glam,FrenchCountry"
8178-072,818008025969,2015-10-05,0.8,1.0,10.5,12.3,102.0,68.0,Decorative Accessory,Dimond Home,Slipface Photo Frame In Copper,"Like the sun-scorched blades that slowly shift across the unremitting face of the Sahara, our Slipface collection Photo Frame features sinuous Coppery crescents that gather in a spiraling vortex across a sleek, elegant facade. Adds unique flair and stunning color to any design space. Imagine this one dripping with necklaces in the center of a gorgeous antique vanity.",,,,,,,,1.0,IND,,,,,,,Copper,,,,No,,,,,,,2.0,13.0,2.0,11.0,,,,,,,,,"Transitional,Boho,Luxe,Glam"
84-0011,843558008612,2011-11-12,78.0,18.0,36.0,34.0,1797.0,1198.0,Furniture,Sterling,F-CHEVAL CHEST,,,,,,,,,1.0,CHN,,,,,,,Grey,No,"MDF, Metal, Mirror",,No,,,,,,,90.0,28.0,39.0,21.0,,,,,,,,,"Transitional,ModernFarmhouse,Country,Cottage"
84-0257,843558011827,2011-11-12,3.0,3.0,12.0,12.0,123.0,82.0,Decorative Accessory,Sterling,A-MOVIE CLAPPER KEEPER,,,,,,,,,1.0,CHN,,,,,,,"Black, White",,Metal,,No,,,,,,,4.0,12.0,12.0,3.0,,,,,,,,,
8468-058,818008025204,2015-04-06,9.0,52.3,17.3,9.0,405.0,270.0,Decorative Accessory,Dimond Home,Iron International Candle Holder,"They say that whenever we burn a candle, we're bringing more light into the universe. Likewise, when a candelabra becomes an all-occasion addition to our living space, we know we've brought serenity into our lives. Introducing our generously scaled International Candle Holder: An undulating arcade of elegantly linked candle niches, whose scroll-like, handcrafted Ironwork evokes a large ring of hand-holding congregants, or elevated torchstaves. This is the spectacular dining room centerpiece you've been looking for. Distinctive Oil Rubbed Gold finish.",,,,,,,,1.0,IND,,,,,,,Oil Rubbed Gold,,Iron,,No,,,,,,,16.0,53.0,10.0,18.0,,,,,,,,,"Transitional,Urban,Industrial,Luxe,Glam"
8468-059,818008025211,2015-04-06,28.5,8.0,40.3,28.5,810.0,540.0,Decorative Accessory,Dimond Home,Coral Discs Fire Screen,"Hasta la vista, boring fire screen. Our Coral Discs Fire Screen is bursting with the radial energy and soft ruffled plumes of deep sea Fan Coral. An exquisite decorative feature during the summer months, watch as the brilliant reds, blues, blacks and golds of a cozy winter fire show through the Corallina's radial and center openwork, lighting up the surface pattern with brilliant color. Right at home in a contemporary urban loft or beachy cottage.",,,,,,,,1.0,IND,,,,,,,Oil Rubbed Gold,,Iron,,No,,,,,,,30.0,33.0,45.0,12.0,,,,,,,,,"Transitional,Nature-Inspired,Organic,Luxe,Glam"
8468-060,818008025976,2015-10-05,5.0,45.8,9.0,4.0,621.0,414.0,Decorative Accessory,Dimond Home,Featherstone Leaf  In Champagne Brown,"The amazing human eye is reflexively drawn to shapes that simulate organic movement. Presenting our Featherstone Decorative Leaf: Whose finely variegated face and long, wavy contours present the uncanny likeness of a freshly fallen autumnal frond. Try decking this one out with a pair of bright green faux moss orbs. Stunning Burnt Champagne finish.",,,,,,,,1.0,IND,,,,,,,Champagne Brown,,,,No,,,,,,,6.0,15.3,49.0,12.0,,,,,,,,,"Transitional,Nature-Inspired,Organic,Luxe,Glam"
8468-063,818008026003,2015-10-05,1.0,15.0,7.0,4.0,150.0,100.0,Decorative Accessory,Dimond Home,Featherstone Bowl In Nickel,The amazing human eye is reflexively drawn to shapes that simulate organic movement. Presenting our Featherstone Decorative Dish: Whose finely variegated face and wavy contours present the uncanny likeness of a freshly fallen autumnal leaf. Imagine this one as an elegant niche for a bar of luxurious French Milled soap. Stylish Nickel finish.,Handcrafted,,,,,,,1.0,IND,,,,,,,Nickel,,Metal,,No,,,,,,,2.0,15.0,5.0,8.0,,,,,,,,,"Transitional,Nature-Inspired,Organic,Luxe,Glam"
8468-064,81800802601,2015-10-05,19.0,1.0,51.0,51.0,1995.0,1330.0,Wall Decor,Dimond Home,Spidersilk Wall Sculpture,"Like the randomly cohesive network of an irregular spider web or the spongy pulp complex of a silvery-noduled pomegranate, our Spidersilk Wall Decor features a beautifully executed, geometrically provocative design. Generously scaled. Gorgeous burnished Champagne color story.",,,,,,,,1.0,IND,,,,,,,Champagne,,,,No,,,,,,,23.0,56.0,56.0,10.0,,,,,,,,,"Transitional,Nature-Inspired,Organic,Luxe,Glam"
